first_name,last_name,email,phone,city,address,job_title,annual_income,current_vehicle_owner,current_vehicle_name,current_vehicle_year,current_vehicle_price,source,status,lead_score,priority,follow_up_date,closure_probability,next_action,ai_score,ai_prediction,ai_confidence,conversion_prediction,vehicle_id
Suresh,Sharma,suresh1284@gmail.com,9129811729,Pune,Address 1284,Sales Executive,825560,False,City,,500000,website,test_driven,38,high,2025-11-25,5,Follow up call,0.59,Medium Chance,High,Likely,1
Vijay,Kumar,vijay1285@gmail.com,9378574414,Mumbai,Address 1285,Sales Executive,1057338,False,,2018,,walkin,new,23,high,2025-11-15,16,Follow up call,0.32,High Chance,Low,Unlikely,2
Ravi,Patel,ravi1286@gmail.com,9703680678,Hyderabad,Address 1286,Manager,345725,False,Creta,2019,,call,won,15,low,2025-09-24,99,Follow up call,0.31,High Chance,Medium,Unlikely,3
Ravi,Reddy,ravi1287@gmail.com,9847466730,Delhi,Address 1287,Manager,1008277,False,Baleno,2021,700000,call,won,22,low,2025-08-03,42,Follow up call,0.4,Medium Chance,High,Unknown,4
Anita,Kumar,anita1288@gmail.com,9866186106,Hyderabad,Address 1288,Business Owner,995809,False,,2022,900000,referral,test_completed,67,medium,2025-11-02,71,Follow up call,0.9,Low Chance,Low,Likely,2
Suresh,Singh,suresh1289@gmail.com,9279653065,Delhi,Address 1289,Software Engineer,1694835,True,Swift,2018,900000,walkin,lost,1,medium,2025-07-23,86,Follow up call,0.72,Medium Chance,Medium,Unlikely,3
Suresh,Das,suresh1290@gmail.com,9623829870,Hyderabad,Address 1290,Sales Executive,1634657,True,Baleno,2018,700000,walkin,test_driven,29,medium,2025-07-30,64,Follow up call,0.7,Medium Chance,High,Unknown,2
Kiran,Singh,kiran1291@gmail.com,9872799455,Pune,Address 1291,Analyst,1002458,True,Swift,2018,,call,test_driven,34,medium,2025-08-04,71,Follow up call,0.91,High Chance,High,Unlikely,5
Priya,Das,priya1292@gmail.com,9627088714,Delhi,Address 1292,Sales Executive,1338747,False,Swift,2020,500000,referral,won,23,medium,2025-11-03,90,Follow up call,0.5,Medium Chance,High,Unlikely,3
Suresh,Das,suresh1293@gmail.com,9462423950,Pune,Address 1293,Software Engineer,1020661,True,Baleno,2022,500000,call,contacted,59,low,2025-09-16,96,Follow up call,0.76,Low Chance,Low,Likely,4
Priya,Verma,priya1294@gmail.com,9677639678,Pune,Address 1294,Software Engineer,1103604,False,Baleno,2019,,walkin,won,79,high,2025-11-26,85,Follow up call,0.93,Low Chance,High,Unknown,5
Kiran,Verma,kiran1295@gmail.com,9847253105,Mumbai,Address 1295,Analyst,1353164,False,Swift,2020,700000,call,test_driven,73,low,2025-11-12,74,Follow up call,0.84,Low Chance,High,Unlikely,5
Priya,Singh,priya1296@gmail.com,9342340801,Bangalore,Address 1296,Analyst,927623,False,Creta,2021,700000,website,lost,59,high,2025-11-12,82,Follow up call,0.17,Low Chance,High,Likely,1
Rahul,Reddy,rahul1297@gmail.com,9679799157,Hyderabad,Address 1297,Business Owner,1533443,True,City,2022,,call,contacted,52,medium,2025-08-01,89,Follow up call,0.79,Medium Chance,Low,Unlikely,2
Pooja,Kumar,pooja1298@gmail.com,9279916431,Pune,Address 1298,Business Owner,1083574,False,City,2020,700000,referral,test_driven,36,low,2025-11-09,77,Follow up call,0.84,Low Chance,Medium,Unknown,5
Rahul,Patel,rahul1299@gmail.com,9625158972,Chennai,Address 1299,Sales Executive,440699,False,,2021,900000,website,negotiation,86,medium,2025-12-03,40,Follow up call,0.62,High Chance,Medium,Likely,1
Neha,Patel,neha1300@gmail.com,9980264413,Bangalore,Address 1300,Software Engineer,1179921,False,Baleno,2019,900000,walkin,won,7,medium,2025-07-23,14,Follow up call,0.96,Medium Chance,High,Unlikely,4
Vijay,Kumar,vijay1301@gmail.com,9418953225,Pune,Address 1301,Business Owner,408177,True,,2021,700000,website,negotiation,51,medium,2025-08-20,91,Follow up call,0.63,High Chance,High,Unknown,5
Pooja,Singh,pooja1302@gmail.com,9648941214,Hyderabad,Address 1302,Business Owner,1201336,False,Baleno,2021,900000,website,test_completed,44,medium,2025-10-09,38,Follow up call,0.89,Low Chance,Low,Unknown,2
Ravi,Reddy,ravi1303@gmail.com,9493190661,Chennai,Address 1303,Analyst,1063479,True,,2020,700000,call,test_driven,58,low,2025-08-11,46,Follow up call,1.0,Low Chance,Low,Unlikely,1
Amit,Das,amit1304@gmail.com,9585127781,Pune,Address 1304,Business Owner,1370795,True,Swift,2021,700000,call,contacted,87,low,2025-07-27,21,Follow up call,0.43,High Chance,Medium,Unknown,2
Anita,Das,anita1305@gmail.com,9940558568,Pune,Address 1305,Business Owner,888926,False,Swift,2021,700000,walkin,lost,41,medium,2025-09-08,25,Follow up call,0.86,Medium Chance,Low,Unlikely,5
Amit,Reddy,amit1306@gmail.com,9818234558,Chennai,Address 1306,Business Owner,1279840,False,Creta,2022,,website,test_driven,89,high,2025-11-15,8,Follow up call,0.54,High Chance,Low,Likely,2
Priya,Singh,priya1307@gmail.com,9899435188,Mumbai,Address 1307,Manager,439434,False,Baleno,2019,700000,walkin,new,16,high,2025-11-10,15,Follow up call,0.97,Low Chance,Low,Likely,3
Kiran,Verma,kiran1308@gmail.com,9434910354,Mumbai,Address 1308,Manager,1273029,False,Swift,2019,500000,referral,test_completed,58,low,2025-09-25,51,Follow up call,0.74,High Chance,High,Unknown,3
Pooja,Sharma,pooja1309@gmail.com,9451784438,Hyderabad,Address 1309,Sales Executive,1493196,False,Swift,2021,,call,negotiation,13,medium,2025-12-05,7,Follow up call,0.74,High Chance,High,Unknown,4
Vijay,Kumar,vijay1310@gmail.com,9170203701,Mumbai,Address 1310,Manager,421269,False,Swift,2019,,referral,test_driven,1,high,2025-10-27,33,Follow up call,0.62,Low Chance,Low,Unknown,4
Ravi,Verma,ravi1311@gmail.com,9202170935,Delhi,Address 1311,Business Owner,1446148,True,Baleno,2019,900000,walkin,new,39,high,2025-09-09,74,Follow up call,0.85,Low Chance,Medium,Unknown,5
Priya,Reddy,priya1312@gmail.com,9874416150,Chennai,Address 1312,Business Owner,1258458,False,Baleno,2018,500000,website,test_driven,85,low,2025-11-18,78,Follow up call,0.95,Low Chance,Medium,Unlikely,2
Ravi,Singh,ravi1313@gmail.com,9566982835,Mumbai,Address 1313,Manager,1556748,False,Swift,2018,900000,call,won,72,high,2026-01-04,87,Follow up call,0.62,Medium Chance,High,Unlikely,3
Amit,Patel,amit1314@gmail.com,9966943195,Chennai,Address 1314,Software Engineer,907072,False,Creta,2018,700000,call,lost,90,medium,2025-09-02,80,Follow up call,0.92,Medium Chance,Low,Likely,3
Amit,Reddy,amit1315@gmail.com,9140639454,Delhi,Address 1315,Manager,1915521,True,Swift,2020,700000,call,test_driven,13,high,2026-01-06,43,Follow up call,0.78,Medium Chance,High,Unlikely,4
Ravi,Patel,ravi1316@gmail.com,9976594097,Bangalore,Address 1316,Analyst,346822,False,,2021,700000,referral,test_completed,59,low,2025-12-21,77,Follow up call,0.98,Medium Chance,Medium,Unlikely,3
Anita,Reddy,anita1317@gmail.com,9660837229,Pune,Address 1317,Analyst,762099,False,Swift,2021,700000,website,negotiation,27,low,2025-12-26,46,Follow up call,0.53,Low Chance,Low,Likely,2
Kiran,Verma,kiran1318@gmail.com,9959623546,Mumbai,Address 1318,Analyst,909446,True,Swift,2019,,walkin,new,81,medium,2025-11-13,98,Follow up call,0.51,High Chance,Low,Unlikely,1
Priya,Sharma,priya1319@gmail.com,9538899830,Bangalore,Address 1319,Software Engineer,832421,True,Creta,,700000,walkin,test_driven,98,high,2025-11-22,73,Follow up call,0.43,High Chance,Medium,Unknown,5
Priya,Kumar,priya1320@gmail.com,9355854109,Mumbai,Address 1320,Analyst,1824484,False,City,2020,,call,won,0,high,2025-10-10,77,Follow up call,0.57,High Chance,High,Unknown,1
Kiran,Das,kiran1321@gmail.com,9311777853,Delhi,Address 1321,Business Owner,370661,True,Swift,2022,,referral,contacted,45,low,2025-07-31,70,Follow up call,0.95,Low Chance,High,Likely,1
Vijay,Reddy,vijay1322@gmail.com,9155147832,Pune,Address 1322,Business Owner,1988336,False,,2020,500000,referral,won,79,high,2025-12-19,52,Follow up call,0.27,High Chance,High,Unknown,5
Vijay,Sharma,vijay1323@gmail.com,9819844671,Pune,Address 1323,Software Engineer,926395,False,Swift,2019,500000,website,contacted,98,low,2025-10-20,83,Follow up call,0.54,High Chance,Medium,Unlikely,1
Neha,Singh,neha1324@gmail.com,9916563938,Hyderabad,Address 1324,Software Engineer,1677592,False,,,700000,website,test_completed,62,medium,2025-12-01,47,Follow up call,0.95,Medium Chance,High,Unknown,4
Anita,Kumar,anita1325@gmail.com,9309930224,Delhi,Address 1325,Analyst,386632,True,City,2021,700000,call,test_driven,46,medium,2025-09-25,95,Follow up call,0.54,Low Chance,High,Likely,5
Pooja,Reddy,pooja1326@gmail.com,9858224962,Chennai,Address 1326,Business Owner,859447,True,Baleno,2019,500000,referral,lost,35,high,2025-12-31,50,Follow up call,0.27,Low Chance,Low,Unlikely,4
Neha,Das,neha1327@gmail.com,9682447359,Bangalore,Address 1327,Analyst,568708,True,Swift,,700000,walkin,contacted,36,low,2025-12-23,27,Follow up call,0.55,Medium Chance,Low,Likely,1
Priya,Kumar,priya1328@gmail.com,9456837940,Chennai,Address 1328,Business Owner,1598208,False,City,2019,,walkin,contacted,21,medium,2025-12-03,65,Follow up call,0.54,Low Chance,High,Unknown,1
Pooja,Patel,pooja1329@gmail.com,9269489446,Mumbai,Address 1329,Software Engineer,1582592,False,,2022,700000,call,test_driven,44,high,2025-09-28,11,Follow up call,0.56,High Chance,Low,Likely,5
Amit,Kumar,amit1330@gmail.com,9612795505,Mumbai,Address 1330,Sales Executive,834819,False,Baleno,2020,700000,call,lost,1,high,2025-08-05,49,Follow up call,0.46,Medium Chance,Low,Unlikely,1
Rahul,Singh,rahul1331@gmail.com,9592433729,Pune,Address 1331,Analyst,1996635,True,,2021,,referral,test_driven,58,high,2025-11-10,69,Follow up call,0.49,Low Chance,Medium,Unlikely,4
Amit,Patel,amit1332@gmail.com,9391972692,Bangalore,Address 1332,Software Engineer,1958702,True,,2018,500000,website,lost,2,medium,2025-09-08,58,Follow up call,0.46,High Chance,Medium,Unknown,2
Rahul,Reddy,rahul1333@gmail.com,9460947648,Pune,Address 1333,Analyst,1006271,False,Creta,2020,900000,referral,won,60,low,2025-09-23,36,Follow up call,0.96,Medium Chance,Medium,Likely,1
Kiran,Reddy,kiran1334@gmail.com,9167168357,Chennai,Address 1334,Sales Executive,1246843,True,Baleno,2021,700000,call,negotiation,0,medium,2025-08-17,40,Follow up call,0.27,High Chance,Medium,Unknown,2
Rahul,Verma,rahul1335@gmail.com,9332825154,Mumbai,Address 1335,Business Owner,1439989,True,,2021,900000,call,negotiation,27,high,2025-09-16,11,Follow up call,0.44,High Chance,High,Unlikely,2
Kiran,Patel,kiran1336@gmail.com,9415520061,Hyderabad,Address 1336,Manager,308799,True,Creta,2019,900000,website,won,39,low,2025-09-17,98,Follow up call,0.9,High Chance,Medium,Unknown,5
Vijay,Patel,vijay1337@gmail.com,9268576652,Pune,Address 1337,Manager,1287482,False,Swift,2020,900000,website,lost,89,high,2025-09-15,70,Follow up call,0.65,Medium Chance,Low,Unknown,1
Anita,Reddy,anita1338@gmail.com,9644285428,Delhi,Address 1338,Analyst,433051,False,City,2018,900000,walkin,new,0,low,2025-11-03,40,Follow up call,0.63,High Chance,High,Unknown,3
Anita,Patel,anita1339@gmail.com,9231423030,Delhi,Address 1339,Software Engineer,1506725,True,Swift,2020,500000,website,test_driven,18,low,2025-11-12,46,Follow up call,0.71,High Chance,High,Unknown,3
Ravi,Patel,ravi1340@gmail.com,9532355090,Bangalore,Address 1340,Sales Executive,1530055,True,,2019,900000,walkin,won,35,low,2025-10-05,82,Follow up call,0.97,Low Chance,Medium,Unknown,1
Amit,Das,amit1341@gmail.com,9837183999,Pune,Address 1341,Software Engineer,1479277,False,City,,900000,call,test_driven,92,medium,2025-10-01,48,Follow up call,0.78,Low Chance,Medium,Unlikely,4
Vijay,Sharma,vijay1342@gmail.com,9458939589,Chennai,Address 1342,Analyst,1803909,False,Creta,2020,500000,referral,contacted,50,medium,2025-10-10,81,Follow up call,0.72,High Chance,Medium,Likely,4
Kiran,Kumar,kiran1343@gmail.com,9793055372,Bangalore,Address 1343,Analyst,1056364,True,Creta,,,call,new,8,medium,2025-07-21,55,Follow up call,0.79,High Chance,Medium,Unlikely,2
Priya,Kumar,priya1344@gmail.com,9244243487,Bangalore,Address 1344,Sales Executive,1815009,False,Creta,2021,500000,call,contacted,90,medium,2025-11-11,50,Follow up call,0.38,Medium Chance,Medium,Unknown,3
Kiran,Sharma,kiran1345@gmail.com,9146472624,Chennai,Address 1345,Manager,1622037,False,City,2021,700000,website,negotiation,86,medium,2025-12-07,24,Follow up call,0.97,High Chance,Low,Unlikely,2
Priya,Reddy,priya1346@gmail.com,9579074028,Delhi,Address 1346,Manager,1364571,True,,2019,,referral,new,50,low,2025-08-14,98,Follow up call,0.66,High Chance,Medium,Likely,5
Vijay,Das,vijay1347@gmail.com,9703107026,Chennai,Address 1347,Analyst,1880617,True,City,2020,500000,referral,won,41,high,2025-10-27,100,Follow up call,0.87,Medium Chance,Medium,Unlikely,3
Vijay,Kumar,vijay1348@gmail.com,9940254682,Delhi,Address 1348,Software Engineer,471208,False,Baleno,2020,700000,call,won,76,medium,2025-08-02,35,Follow up call,0.13,Medium Chance,High,Likely,1
Amit,Kumar,amit1349@gmail.com,9413367865,Pune,Address 1349,Manager,1026682,False,Baleno,2021,500000,website,contacted,90,low,2025-08-04,3,Follow up call,0.21,Low Chance,Low,Unlikely,4
Anita,Kumar,anita1350@gmail.com,9923435794,Chennai,Address 1350,Analyst,361096,True,Baleno,2020,700000,walkin,lost,84,low,2025-11-21,3,Follow up call,0.92,Medium Chance,High,Likely,4
Neha,Reddy,neha1351@gmail.com,9696648750,Mumbai,Address 1351,Sales Executive,873712,True,City,2020,900000,call,test_driven,73,medium,2025-11-25,66,Follow up call,0.71,Medium Chance,Low,Unlikely,2
Amit,Singh,amit1352@gmail.com,9393529979,Pune,Address 1352,Analyst,1836667,True,,2020,500000,website,negotiation,27,high,2025-10-14,9,Follow up call,0.36,High Chance,Low,Likely,1
Amit,Reddy,amit1353@gmail.com,9742389762,Delhi,Address 1353,Sales Executive,1025549,False,Baleno,2020,700000,call,lost,63,medium,2026-01-04,8,Follow up call,0.82,High Chance,Low,Likely,1
Priya,Patel,priya1354@gmail.com,9410545904,Delhi,Address 1354,Analyst,500190,True,,2019,900000,referral,test_completed,79,high,2025-12-24,6,Follow up call,0.69,Low Chance,Medium,Unlikely,3
Vijay,Kumar,vijay1355@gmail.com,9222513119,Hyderabad,Address 1355,Analyst,685875,False,Swift,2019,500000,referral,won,60,high,2025-08-11,9,Follow up call,0.31,High Chance,High,Likely,3
Vijay,Verma,vijay1356@gmail.com,9435612132,Delhi,Address 1356,Analyst,1326093,False,Creta,,500000,referral,negotiation,94,low,2025-11-12,44,Follow up call,0.5,Low Chance,Medium,Unlikely,1
Kiran,Verma,kiran1357@gmail.com,9162676220,Bangalore,Address 1357,Manager,648592,False,Baleno,2019,900000,website,test_driven,23,low,2026-01-06,93,Follow up call,0.48,Low Chance,Low,Unlikely,3
Ravi,Das,ravi1358@gmail.com,9293256074,Pune,Address 1358,Manager,1788584,False,Creta,2021,900000,walkin,lost,47,high,2026-01-01,76,Follow up call,0.55,Medium Chance,Medium,Unknown,5
Priya,Kumar,priya1359@gmail.com,9141798183,Pune,Address 1359,Business Owner,457754,False,,2020,900000,referral,negotiation,18,medium,2025-08-07,82,Follow up call,0.18,High Chance,Low,Unlikely,2
Rahul,Das,rahul1360@gmail.com,9307557336,Delhi,Address 1360,Sales Executive,806204,True,City,2022,,walkin,negotiation,8,medium,2025-12-29,48,Follow up call,0.72,High Chance,High,Unknown,1
Rahul,Reddy,rahul1361@gmail.com,9941448856,Chennai,Address 1361,Analyst,632378,False,,2019,700000,walkin,lost,97,medium,2026-01-13,5,Follow up call,0.79,Medium Chance,Low,Unlikely,2
Pooja,Das,pooja1362@gmail.com,9745986245,Hyderabad,Address 1362,Analyst,1706262,False,Creta,2019,700000,website,test_driven,2,low,2025-08-17,53,Follow up call,0.62,High Chance,High,Likely,4
Suresh,Kumar,suresh1363@gmail.com,9739666105,Delhi,Address 1363,Manager,1383269,True,Baleno,2021,900000,call,negotiation,70,high,2025-07-28,11,Follow up call,0.49,Medium Chance,Low,Likely,3
Pooja,Kumar,pooja1364@gmail.com,9310802871,Hyderabad,Address 1364,Business Owner,1661335,False,Swift,,900000,referral,negotiation,69,low,2025-09-21,26,Follow up call,0.47,Medium Chance,Medium,Unlikely,4
Pooja,Kumar,pooja1365@gmail.com,9832457363,Bangalore,Address 1365,Business Owner,863293,True,Creta,2021,500000,call,test_completed,20,medium,2025-09-01,34,Follow up call,0.79,Medium Chance,Medium,Unlikely,2
Rahul,Verma,rahul1366@gmail.com,9264859711,Bangalore,Address 1366,Software Engineer,368531,False,Creta,2022,900000,website,won,16,medium,2025-09-19,1,Follow up call,0.77,High Chance,Medium,Unlikely,1
Amit,Sharma,amit1367@gmail.com,9352771395,Mumbai,Address 1367,Business Owner,1290693,True,,2018,700000,walkin,test_driven,42,medium,2025-10-28,26,Follow up call,0.96,High Chance,Medium,Unknown,1
Neha,Sharma,neha1368@gmail.com,9147911415,Mumbai,Address 1368,Analyst,754321,True,,2020,700000,website,lost,76,medium,2025-10-04,83,Follow up call,0.59,Medium Chance,Low,Unknown,4
Vijay,Das,vijay1369@gmail.com,9566303902,Delhi,Address 1369,Software Engineer,1071260,True,City,2021,500000,referral,contacted,76,medium,2025-08-13,24,Follow up call,0.61,Medium Chance,Low,Unknown,1
Vijay,Sharma,vijay1370@gmail.com,9807290570,Bangalore,Address 1370,Software Engineer,1997408,True,Creta,2022,700000,walkin,won,40,medium,2025-11-22,48,Follow up call,0.69,Low Chance,Low,Unknown,5
Vijay,Reddy,vijay1371@gmail.com,9139325442,Hyderabad,Address 1371,Business Owner,1898096,False,City,2020,900000,walkin,contacted,6,high,2025-09-13,44,Follow up call,0.44,Medium Chance,High,Unknown,2
Neha,Reddy,neha1372@gmail.com,9133351014,Mumbai,Address 1372,Business Owner,569368,False,Baleno,,,website,contacted,79,low,2025-09-28,91,Follow up call,0.82,High Chance,Low,Likely,4
Vijay,Patel,vijay1373@gmail.com,9842847522,Delhi,Address 1373,Analyst,584609,True,,2018,500000,call,lost,76,medium,2025-08-28,1,Follow up call,0.84,High Chance,High,Likely,5
Amit,Sharma,amit1374@gmail.com,9596269373,Mumbai,Address 1374,Software Engineer,348000,False,Swift,,500000,website,lost,56,high,2025-09-25,75,Follow up call,0.6,Low Chance,Medium,Likely,1
Suresh,Das,suresh1375@gmail.com,9244571067,Mumbai,Address 1375,Analyst,534850,True,Baleno,2020,900000,referral,won,4,high,2025-09-25,68,Follow up call,0.13,High Chance,High,Likely,2
Amit,Das,amit1376@gmail.com,9438673713,Chennai,Address 1376,Manager,447200,False,Baleno,2019,500000,website,won,5,low,2025-09-06,24,Follow up call,0.28,High Chance,High,Unknown,1
Ravi,Reddy,ravi1377@gmail.com,9933529708,Hyderabad,Address 1377,Analyst,768988,True,Baleno,2019,900000,walkin,contacted,52,medium,2025-09-13,41,Follow up call,0.88,Medium Chance,Medium,Likely,1
Rahul,Kumar,rahul1378@gmail.com,9584722657,Delhi,Address 1378,Software Engineer,852904,False,City,2020,500000,referral,contacted,9,low,2025-07-26,96,Follow up call,0.57,High Chance,Low,Likely,2
Ravi,Kumar,ravi1379@gmail.com,9749898432,Pune,Address 1379,Software Engineer,1047588,True,City,,900000,walkin,test_driven,57,medium,2025-09-18,14,Follow up call,0.98,High Chance,Low,Unlikely,5
Pooja,Patel,pooja1380@gmail.com,9622263877,Delhi,Address 1380,Analyst,1214658,True,City,2018,,website,contacted,78,high,2025-10-19,82,Follow up call,0.33,High Chance,High,Likely,4
Ravi,Verma,ravi1381@gmail.com,9455623391,Hyderabad,Address 1381,Sales Executive,1511995,False,Swift,2022,500000,walkin,won,38,high,2025-12-25,72,Follow up call,0.98,Low Chance,High,Unknown,4
Priya,Sharma,priya1382@gmail.com,9685373805,Pune,Address 1382,Software Engineer,1657496,False,City,2022,500000,referral,negotiation,23,high,2025-08-22,84,Follow up call,0.32,Medium Chance,Low,Unknown,2
Suresh,Patel,suresh1383@gmail.com,9705038168,Mumbai,Address 1383,Sales Executive,429493,False,City,2022,500000,website,contacted,80,high,2025-12-15,23,Follow up call,0.77,High Chance,Low,Likely,5
Amit,Patel,amit1384@gmail.com,9556497039,Pune,Address 1384,Analyst,556505,True,Creta,2022,700000,call,negotiation,62,low,2025-11-14,77,Follow up call,0.59,Low Chance,High,Unknown,3
Suresh,Verma,suresh1385@gmail.com,9299422452,Mumbai,Address 1385,Analyst,848105,False,,2018,900000,call,negotiation,55,low,2025-12-09,20,Follow up call,0.46,Low Chance,High,Likely,5
Priya,Sharma,priya1386@gmail.com,9561749519,Delhi,Address 1386,Software Engineer,583486,True,Baleno,2021,500000,referral,test_driven,57,high,2026-01-04,59,Follow up call,0.56,Low Chance,High,Unknown,4
Anita,Patel,anita1387@gmail.com,9688382020,Mumbai,Address 1387,Manager,384395,False,,2022,900000,call,negotiation,80,low,2025-09-12,23,Follow up call,0.47,Medium Chance,Medium,Unlikely,1
Amit,Kumar,amit1388@gmail.com,9839088443,Delhi,Address 1388,Manager,1170844,True,City,2019,,referral,test_completed,34,low,2025-12-07,62,Follow up call,0.65,Low Chance,Low,Likely,3
Ravi,Reddy,ravi1389@gmail.com,9446411582,Hyderabad,Address 1389,Sales Executive,752461,True,Swift,2018,,website,test_driven,94,high,2025-10-15,17,Follow up call,0.33,Medium Chance,Low,Unlikely,1
Suresh,Das,suresh1390@gmail.com,9813406371,Chennai,Address 1390,Sales Executive,311160,False,Creta,2018,,referral,new,27,low,2025-12-11,7,Follow up call,0.17,Medium Chance,Medium,Unknown,2
Kiran,Reddy,kiran1391@gmail.com,9480546692,Mumbai,Address 1391,Sales Executive,1558524,False,Creta,,,website,contacted,23,low,2025-08-14,88,Follow up call,0.74,Low Chance,Low,Unknown,1
Amit,Kumar,amit1392@gmail.com,9753794800,Hyderabad,Address 1392,Analyst,399555,False,City,2022,700000,referral,won,56,high,2025-09-28,7,Follow up call,0.48,Low Chance,High,Unknown,3
Suresh,Verma,suresh1393@gmail.com,9935226652,Hyderabad,Address 1393,Software Engineer,1497550,True,City,2018,700000,call,negotiation,27,high,2025-09-11,64,Follow up call,0.25,Medium Chance,Medium,Unknown,3
Kiran,Das,kiran1394@gmail.com,9916536580,Bangalore,Address 1394,Analyst,441762,True,City,2020,,call,contacted,5,high,2025-09-30,40,Follow up call,0.97,Medium Chance,Medium,Unlikely,3
Vijay,Das,vijay1395@gmail.com,9512581890,Mumbai,Address 1395,Analyst,1333235,True,City,2021,,call,new,71,low,2025-08-25,90,Follow up call,0.96,Medium Chance,High,Unlikely,5
Kiran,Verma,kiran1396@gmail.com,9346892468,Mumbai,Address 1396,Analyst,749213,False,City,2022,700000,walkin,negotiation,9,medium,2025-10-03,72,Follow up call,0.79,High Chance,Low,Unknown,5
Amit,Kumar,amit1397@gmail.com,9972535502,Mumbai,Address 1397,Analyst,1433646,True,City,2022,700000,call,won,99,medium,2025-10-12,25,Follow up call,0.59,Medium Chance,High,Unlikely,5
Vijay,Verma,vijay1398@gmail.com,9893513599,Delhi,Address 1398,Sales Executive,496032,False,,2019,900000,website,lost,77,medium,2025-10-23,62,Follow up call,0.67,High Chance,High,Unlikely,1
Anita,Kumar,anita1399@gmail.com,9954017749,Bangalore,Address 1399,Software Engineer,1166917,True,,2022,700000,walkin,new,83,low,2025-08-04,9,Follow up call,0.18,High Chance,Low,Unknown,2
Anita,Singh,anita1400@gmail.com,9380691675,Pune,Address 1400,Software Engineer,1532715,False,,2021,,referral,contacted,70,low,2025-08-22,34,Follow up call,0.16,High Chance,High,Likely,1
Rahul,Patel,rahul1401@gmail.com,9148909316,Bangalore,Address 1401,Analyst,486181,False,,2022,500000,website,negotiation,80,high,2025-10-08,76,Follow up call,0.82,Low Chance,Low,Likely,5
Vijay,Das,vijay1402@gmail.com,9167171163,Pune,Address 1402,Analyst,1490402,True,Baleno,2018,900000,referral,test_driven,56,high,2025-08-26,22,Follow up call,0.34,Medium Chance,Medium,Unlikely,1
Pooja,Das,pooja1403@gmail.com,9609642879,Bangalore,Address 1403,Manager,483068,False,City,2022,700000,referral,contacted,68,high,2025-08-26,29,Follow up call,0.34,Low Chance,High,Unlikely,2
Ravi,Sharma,ravi1404@gmail.com,9998687600,Chennai,Address 1404,Sales Executive,1586440,True,City,2022,500000,referral,won,80,medium,2025-10-17,86,Follow up call,0.94,Medium Chance,Medium,Unlikely,3
Neha,Reddy,neha1405@gmail.com,9249893945,Hyderabad,Address 1405,Analyst,1683041,False,City,2020,900000,website,contacted,64,low,2025-10-26,9,Follow up call,0.1,High Chance,High,Likely,4
Ravi,Das,ravi1406@gmail.com,9177632431,Bangalore,Address 1406,Analyst,1256927,False,City,2019,500000,referral,test_driven,69,medium,2025-11-13,66,Follow up call,0.6,Low Chance,Low,Unknown,1
Vijay,Sharma,vijay1407@gmail.com,9774760558,Chennai,Address 1407,Sales Executive,1763943,True,Creta,2019,700000,website,negotiation,87,low,2025-08-17,35,Follow up call,0.2,Medium Chance,Low,Likely,2
Pooja,Kumar,pooja1408@gmail.com,9896617931,Bangalore,Address 1408,Analyst,1740551,False,City,,,referral,test_completed,24,low,2025-07-29,71,Follow up call,0.8,Medium Chance,High,Likely,5
Anita,Kumar,anita1409@gmail.com,9957866537,Pune,Address 1409,Business Owner,737465,True,Swift,2021,500000,walkin,contacted,52,low,2025-07-25,36,Follow up call,0.72,Medium Chance,Low,Unknown,4
Neha,Kumar,neha1410@gmail.com,9343392283,Chennai,Address 1410,Analyst,1313122,False,Baleno,2022,500000,referral,contacted,62,high,2025-09-12,76,Follow up call,0.62,Medium Chance,Medium,Unknown,4
Pooja,Verma,pooja1411@gmail.com,9932826225,Hyderabad,Address 1411,Manager,1193959,False,Baleno,2022,500000,website,negotiation,5,high,2025-10-20,78,Follow up call,0.38,High Chance,High,Unknown,4
Kiran,Kumar,kiran1412@gmail.com,9213910181,Delhi,Address 1412,Software Engineer,1401061,True,Swift,2019,500000,website,negotiation,1,medium,2026-01-08,53,Follow up call,0.91,Low Chance,Low,Likely,1
Ravi,Reddy,ravi1413@gmail.com,9999595352,Delhi,Address 1413,Sales Executive,408995,False,Baleno,2020,700000,referral,won,89,medium,2025-11-22,32,Follow up call,0.17,Low Chance,High,Unlikely,2
Neha,Verma,neha1414@gmail.com,9375923793,Mumbai,Address 1414,Analyst,660465,False,City,2022,900000,referral,test_driven,86,medium,2026-01-15,25,Follow up call,0.2,Low Chance,High,Unknown,1
Kiran,Reddy,kiran1415@gmail.com,9694351727,Mumbai,Address 1415,Sales Executive,1740285,True,City,2021,,call,new,90,medium,2025-10-06,60,Follow up call,0.16,Low Chance,High,Unknown,4
Kiran,Reddy,kiran1416@gmail.com,9897154422,Pune,Address 1416,Business Owner,1051650,True,Swift,2018,500000,walkin,lost,61,low,2025-07-26,87,Follow up call,0.54,Low Chance,High,Unknown,1
Pooja,Singh,pooja1417@gmail.com,9796034603,Pune,Address 1417,Software Engineer,397400,False,City,2019,900000,walkin,won,44,high,2025-12-01,34,Follow up call,0.82,High Chance,Medium,Unknown,2
Anita,Patel,anita1418@gmail.com,9854029368,Delhi,Address 1418,Analyst,669275,False,Creta,2019,500000,website,contacted,33,medium,2025-10-28,40,Follow up call,0.36,Medium Chance,Low,Likely,4
